record_type	current_question_id	current_answer_id	audit_answer_id	stage	current_wording	current_answer_title	current_answer_copy	current_scoring_effects	audit_question_disposition	audit_answer_disposition	abstraction_burden	double_barrel_status	mood_roleplay_dependence	desirability_bias	attempted_constructs	salvageable_observation	proposed_disposition	evidence_boundary
current_answer_effect	hall_B_graveyard	MISSING	hall_B_graveyard#answer-2	hall	Something useful has died, failed, or been spent. What should happen to it now?	Feed the cycle	Decay matters because it makes the next life possible.	strong=BG,WITHERBLOOM;positive=BG,WITHERBLOOM;suppressed=B	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate B; authored signals: graveyard as resource | cycle of decay | memorial duty | public pressure | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: cycle of decay. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_B_graveyard	MISSING	hall_B_graveyard#answer-3	hall	Something useful has died, failed, or been spent. What should happen to it now?	Protect the record	What is gone should become duty, precedent, or warning.	strong=;positive=W,LOREHOLD;suppressed=B	REPLACE	NEEDS-EVIDENCE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate B; authored signals: graveyard as resource | cycle of decay | memorial duty | public pressure | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: memorial duty. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_B_graveyard	MISSING	hall_B_graveyard#answer-4	hall	Something useful has died, failed, or been spent. What should happen to it now?	Turn it into pressure	The loss should make everyone else feel what the exchange is worth.	strong=BR;positive=BR,SILVERQUILL;suppressed=B	REPLACE	RETUNE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate B; authored signals: graveyard as resource | cycle of decay | memorial duty | public pressure | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: public pressure. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_understanding	MISSING	hall_U_understanding#answer-1	hall	The room wants action before the variables are clear. What response feels most responsible?	Map the variables	Preserve options, gather the missing information, and move once the structure can be understood.	strong=U;positive=U,WU,UB;suppressed=B,WB,BR,RG	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: act after understanding | formal procedure | hidden leverage | volatile experiment | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: act after understanding. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_understanding	MISSING	hall_U_understanding#answer-2	hall	The room wants action before the variables are clear. What response feels most responsible?	Codify the process	The answer should become a rule everyone can trust.	strong=WU;positive=WU;suppressed=U	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: act after understanding | formal procedure | hidden leverage | volatile experiment | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: formal procedure. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_understanding	MISSING	hall_U_understanding#answer-3	hall	The room wants action before the variables are clear. What response feels most responsible?	Keep the secret	The safest move is to know more than the table knows you know.	strong=UB;positive=UB;suppressed=U	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: act after understanding | formal procedure | hidden leverage | volatile experiment | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: hidden leverage. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_understanding	MISSING	hall_U_understanding#answer-4	hall	The room wants action before the variables are clear. What response feels most responsible?	Run the experiment	Build the test and let the result teach you in motion.	strong=UR;positive=UR;suppressed=U	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: act after understanding | formal procedure | hidden leverage | volatile experiment | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: volatile experiment. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_possibility	MISSING	hall_U_possibility#answer-1	hall	A person or system seems limited by its current shape. What makes progress trustworthy?	Improve the model	Education, tools, and repeatable practice can turn a current limit into a solvable problem.	strong=U;positive=U,UG,UR;suppressed=B,WB,RG,BR	REPLACE	RETUNE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: optimization through knowledge | biological adaptation | rapid experimentation | knowledge as leverage | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: optimization through knowledge. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_possibility	MISSING	hall_U_possibility#answer-2	hall	A person or system seems limited by its current shape. What makes progress trustworthy?	Adapt the organism	The living form should change so it can survive what comes next.	strong=UG;positive=UG;suppressed=U	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: optimization through knowledge | biological adaptation | rapid experimentation | knowledge as leverage | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: biological adaptation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_possibility	MISSING	hall_U_possibility#answer-3	hall	A person or system seems limited by its current shape. What makes progress trustworthy?	Accelerate the prototype	The breakthrough arrives when the experiment is pushed hard enough to reveal itself.	strong=UR;positive=UR;suppressed=U	REPLACE	KEEP-BUT-REWORD	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: optimization through knowledge | biological adaptation | rapid experimentation | knowledge as leverage | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: rapid experimentation. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_U_possibility	MISSING	hall_U_possibility#answer-4	hall	A person or system seems limited by its current shape. What makes progress trustworthy?	Secure the leverage	Improvement matters most when the knowledge becomes power no one can take.	strong=UB;positive=UB;suppressed=U	REPLACE	NEEDS-EVIDENCE	HIGH	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate U; authored signals: optimization through knowledge | biological adaptation | rapid experimentation | knowledge as leverage | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","philosophical-preference"]	Concept only: knowledge as leverage. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_ignition	MISSING	hall_R_ignition#answer-1	hall	A feeling arrives before anyone has given permission. What makes the next move honest?	Move with the spark	The feeling is already information. Act while it is alive enough to matter.	strong=R;positive=R,WR;suppressed=WU,U,WB	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: emotion into action | urgent protection | experimental technique | transgressive release | primal instinct | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: emotion into action. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_ignition	MISSING	hall_R_ignition#answer-2	hall	A feeling arrives before anyone has given permission. What makes the next move honest?	Protect someone now	The urgency matters because a vulnerable person needs an intervening body.	strong=WR;positive=WR;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: emotion into action | urgent protection | experimental technique | transgressive release | primal instinct | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: urgent protection. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_ignition	MISSING	hall_R_ignition#answer-3	hall	A feeling arrives before anyone has given permission. What makes the next move honest?	Make it a test	Build the experiment and let the result teach you what the spark means.	strong=UR;positive=UR;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: emotion into action | urgent protection | experimental technique | transgressive release | primal instinct | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: experimental technique. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_ignition	MISSING	hall_R_ignition#answer-4	hall	A feeling arrives before anyone has given permission. What makes the next move honest?	Break restraint publicly	The rupture matters because the room has to feel what restraint was hiding.	strong=BR;positive=BR;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: emotion into action | urgent protection | experimental technique | transgressive release | primal instinct | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: transgressive release. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_ignition	MISSING	hall_R_ignition#answer-5	hall	A feeling arrives before anyone has given permission. What makes the next move honest?	Trust the wild body	The answer is in instinct, muscle, and the old belonging underneath the cage.	strong=RG;positive=RG;suppressed=R	REPLACE	KEEP-BUT-REWORD	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: emotion into action | urgent protection | experimental technique | transgressive release | primal instinct | ["social-behavior","psychographic-or-motivational-inference-risk"]	Concept only: primal instinct. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_freedom	MISSING	hall_R_freedom#answer-1	hall	The door is closing and the safe plan will arrive too late. What kind of action keeps the moment alive?	Take the direct line	Choose the motion that frees breath now, even if it only opens a temporary window.	strong=R;positive=R,WR;suppressed=WU,U,WB	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: direct action | protective charge | rapid prototype | pain as spectacle | wild belonging | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: direct action. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_freedom	MISSING	hall_R_freedom#answer-2	hall	The door is closing and the safe plan will arrive too late. What kind of action keeps the moment alive?	Charge for the vulnerable	The line matters because it gets between harm and the person in front of you.	strong=WR;positive=WR;suppressed=R	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: direct action | protective charge | rapid prototype | pain as spectacle | wild belonging | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: protective charge. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_freedom	MISSING	hall_R_freedom#answer-3	hall	The door is closing and the safe plan will arrive too late. What kind of action keeps the moment alive?	Prototype the way out	A risky build can reveal the door no one could map in advance.	strong=UR;positive=UR;suppressed=R	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: direct action | protective charge | rapid prototype | pain as spectacle | wild belonging | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: rapid prototype. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_freedom	MISSING	hall_R_freedom#answer-4	hall	The door is closing and the safe plan will arrive too late. What kind of action keeps the moment alive?	Make pain visible	The point is to make the hidden wound impossible for the room to ignore.	strong=BR;positive=BR;suppressed=R	RETUNE	NEEDS-EVIDENCE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: direct action | protective charge | rapid prototype | pain as spectacle | wild belonging | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: pain as spectacle. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_R_freedom	MISSING	hall_R_freedom#answer-5	hall	The door is closing and the safe plan will arrive too late. What kind of action keeps the moment alive?	Return to the pack	Freedom starts by refusing the cage and trusting the living force that was already yours.	strong=RG;positive=RG;suppressed=R	RETUNE	RETUNE	LOW	YES	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate R; authored signals: direct action | protective charge | rapid prototype | pain as spectacle | wild belonging | ["gameplay-or-deck-behavior","social-behavior","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: wild belonging. No current scoring effect is retained.	retain concept only	Descriptive inventory only; answer-level evidence authority remains absent.
current_answer_effect	hall_G_growth	MISSING	hall_G_growth#answer-1	hall	A living thing is strained before its roots are deep. What care feels honest?	Let the roots deepen	Give it time, land, and trust so it can become what it already is.	strong=G;positive=G,WG;suppressed=U,WU	REPLACE	RETUNE	HIGH	NO	mood=PRESENT;lore=NOT-EXPLICIT	HIGH	Differentiate G; authored signals: organic growth | communal care | engineered adaptation | reclamation economy | wild force | ["gameplay-or-deck-behavior","social-behavior","psychographic-or-motivational-inference-risk","aesthetic-or-narrative-preference","philosophical-preference"]	Concept only: organic growth. No current scoring effect is retained.	retire	Descriptive inventory only; answer-level evidence authority remains absent.
