question_id,phase,answer_id,audit_answer_id,exact_title,exact_copy,authored_signal,intended_construct,actual_dimensions_tested,positive_identities,strong_positive_identities,suppressed_identities,uncertainty_representation,evidence_authority,final_disposition,remediation_implication
hall_U_possibility,hall,MISSING,hall_U_possibility#answer-2,Adapt the organism,The living form should change so it can survive what comes next.,biological adaptation,growth-and-nature,"[""social-behavior""]","[""UG""]","[""UG""]","[""U""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_U_possibility,hall,MISSING,hall_U_possibility#answer-3,Accelerate the prototype,The breakthrough arrives when the experiment is pushed hard enough to reveal itself.,rapid experimentation,experiment-and-invention,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""UR""]","[""UR""]","[""U""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_U_possibility,hall,MISSING,hall_U_possibility#answer-4,Secure the leverage,Improvement matters most when the knowledge becomes power no one can take.,knowledge as leverage,knowledge-and-deliberation,"[""social-behavior"",""philosophical-preference""]","[""UB""]","[""UB""]","[""U""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_ignition,hall,MISSING,hall_R_ignition#answer-1,Move with the spark,The feeling is already information. Act while it is alive enough to matter.,emotion into action,knowledge-and-deliberation,"[""psychographic-or-motivational-inference-risk""]","[""R"",""WR""]","[""R""]","[""WU"",""U"",""WB""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_ignition,hall,MISSING,hall_R_ignition#answer-2,Protect someone now,The urgency matters because a vulnerable person needs an intervening body.,urgent protection,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WR""]","[""WR""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_ignition,hall,MISSING,hall_R_ignition#answer-3,Make it a test,Build the experiment and let the result teach you what the spark means.,experimental technique,experiment-and-invention,"[""psychographic-or-motivational-inference-risk""]","[""UR""]","[""UR""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_ignition,hall,MISSING,hall_R_ignition#answer-4,Break restraint publicly,The rupture matters because the room has to feel what restraint was hiding.,transgressive release,uncontrolled-editorial-construct,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""BR""]","[""BR""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_ignition,hall,MISSING,hall_R_ignition#answer-5,Trust the wild body,"The answer is in instinct, muscle, and the old belonging underneath the cage.",primal instinct,community-and-belonging,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""RG""]","[""RG""]","[""R""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_freedom,hall,MISSING,hall_R_freedom#answer-1,Take the direct line,"Choose the motion that frees breath now, even if it only opens a temporary window.",direct action,speed-and-action,"[""abstract-scenario-preference""]","[""R"",""WR""]","[""R""]","[""WU"",""U"",""WB""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_freedom,hall,MISSING,hall_R_freedom#answer-2,Charge for the vulnerable,The line matters because it gets between harm and the person in front of you.,protective charge,protection-and-duty,"[""social-behavior""]","[""WR""]","[""WR""]","[""R""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_freedom,hall,MISSING,hall_R_freedom#answer-3,Prototype the way out,A risky build can reveal the door no one could map in advance.,rapid prototype,experiment-and-invention,"[""abstract-scenario-preference""]","[""UR""]","[""UR""]","[""R""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_freedom,hall,MISSING,hall_R_freedom#answer-4,Make pain visible,The point is to make the hidden wound impossible for the room to ignore.,pain as spectacle,expression-and-performance,"[""aesthetic-or-narrative-preference""]","[""BR""]","[""BR""]","[""R""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_R_freedom,hall,MISSING,hall_R_freedom#answer-5,Return to the pack,Freedom starts by refusing the cage and trusting the living force that was already yours.,wild belonging,community-and-belonging,"[""gameplay-or-deck-behavior"",""social-behavior"",""aesthetic-or-narrative-preference"",""philosophical-preference""]","[""RG""]","[""RG""]","[""R""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_growth,hall,MISSING,hall_G_growth#answer-1,Let the roots deepen,"Give it time, land, and trust so it can become what it already is.",organic growth,growth-and-nature,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""philosophical-preference""]","[""G"",""WG""]","[""G""]","[""U"",""WU""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_growth,hall,MISSING,hall_G_growth#answer-2,Gather the circle,The answer starts when people choose to carry care together.,communal care,expression-and-performance,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""WG""]","[""WG""]","[""G""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_growth,hall,MISSING,hall_G_growth#answer-3,Alter the form,Change the living body so it can survive the future.,engineered adaptation,growth-and-nature,"[""psychographic-or-motivational-inference-risk""]","[""UG""]","[""UG""]","[""G""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_growth,hall,MISSING,hall_G_growth#answer-4,Use what fell away,The discarded material can still become survival.,reclamation economy,uncontrolled-editorial-construct,"[""gameplay-or-deck-behavior"",""psychographic-or-motivational-inference-risk""]","[""BG"",""WITHERBLOOM""]","[""BG""]","[""G""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_growth,hall,MISSING,hall_G_growth#answer-5,Break the fence,The old body knows what constraint tried to cage.,wild force,uncontrolled-editorial-construct,"[""psychographic-or-motivational-inference-risk""]","[""RG""]","[""RG""]","[""G""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_natural_order,hall,MISSING,hall_G_natural_order#answer-1,Trust the natural pace,"Follow instinct, land, and season until the living shape becomes visible.",natural patience,growth-and-nature,"[""social-behavior""]","[""G""]","[""G""]","[""U"",""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_natural_order,hall,MISSING,hall_G_natural_order#answer-2,Improve the organism,A body that cannot meet the future should be deliberately adapted.,purposeful adaptation,knowledge-and-deliberation,"[""abstract-scenario-preference""]","[""UG""]","[""UG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_natural_order,hall,MISSING,hall_G_natural_order#answer-3,Move as a community,The bond matters most when everyone chooses to belong together.,shared community,community-and-belonging,"[""social-behavior""]","[""WG""]","[""WG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_natural_order,hall,MISSING,hall_G_natural_order#answer-4,Reclaim the remains,What collapsed should feed the next survival engine.,decay reclamation,decay-and-renewal,"[""abstract-scenario-preference""]","[""BG"",""WITHERBLOOM""]","[""BG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_G_natural_order,hall,MISSING,hall_G_natural_order#answer-5,Refuse the cage,Instinct becomes true when it will not be domesticated.,wild refusal,growth-and-nature,"[""abstract-scenario-preference""]","[""RG""]","[""RG""]","[""G""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WU_process,hall,MISSING,hall_WU_process#answer-1,Follow the process,"Impartial rules protect everyone, especially when emotions are loud.",fairness through process,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk"",""aesthetic-or-narrative-preference""]","[""WU""]","[""WU""]","[""WG"",""WR"",""WB""]",ABSENT,No answer-level source or claim reference,RETUNE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WU_process,hall,MISSING,hall_WU_process#answer-2,Repair belonging first,A rule without trust will not hold the community together.,belonging over procedure,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WG""]","[""WG""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WU_process,hall,MISSING,hall_WU_process#answer-3,Protect the vulnerable now,A process that arrives too late is not protection.,immediate rescue,protection-and-duty,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WR""]","[""WR""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_WU_process,hall,MISSING,hall_WU_process#answer-4,Use the rule as leverage,The process matters because it creates obligations that can be collected.,contractual leverage,procedure-and-order,"[""social-behavior"",""psychographic-or-motivational-inference-risk""]","[""WB""]","[""WB""]","[""WU""]",ABSENT,No answer-level source or claim reference,NEEDS-EVIDENCE,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UB_information,hall,MISSING,hall_UB_information#answer-1,Hold it until timing matters,Information loses power when it is revealed before it can protect the outcome.,strategic secrecy,protection-and-duty,"[""social-behavior"",""philosophical-preference""]","[""UB""]","[""UB""]","[""SILVERQUILL"",""WR""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UB_information,hall,MISSING,hall_UB_information#answer-2,Turn it into obligation,"The truth creates a debt, and the debt creates durable leverage.",visible obligation,agency-and-leverage,"[""gameplay-or-deck-behavior"",""philosophical-preference""]","[""WB""]","[""WB""]","[""UB""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
hall_UB_information,hall,MISSING,hall_UB_information#answer-3,Make the pattern legible,The truth matters most when it becomes a proof others can test.,public proof,uncontrolled-editorial-construct,"[""social-behavior"",""philosophical-preference""]","[""QUANDRIX"",""WU""]","[""QUANDRIX""]","[""UB""]",ABSENT,No answer-level source or claim reference,KEEP-BUT-REWORD,"Assign stable ID, evidence/interpretation record, controlled construct, positive/negative effect contract, dependency group, and explanation entailment before production repair."
